playerID,idx,lgID,yearID,teamID,data_split,Batting_AtBats,Batting_Runs,Batting_BaseOnBalls,Batting_Hits,Batting_HomeRuns,Batting_Games,Batting_BattingAverage,Batting_PlateAppearances,Batting_OnBasePct,Batting_SlugPct,Batting_Doubles,Batting_Triples,Batting_RunsBattedIn,Batting_StolenBases,Batting_CaughtStealing,Batting_Strikeouts,Batting_IntentionalWalks,Batting_HitByPitch,Batting_SacrificeHits,Batting_Sacrifice_Flies,Batting_GroundedIntoDoublePlays
masiph01,1611,NL,1947,BSN,train,411,54,47,125,9,126,0.304,470,0.377,0.443,22,4,50,7,0,27,0,1,11,0,12
masiph01,1611,NL,1948,BSN,train,376,43,35,95,5,113,0.253,423,0.318,0.343,19,0,44,2,0,26,0,1,11,0,15
masiph01,1611,NL,1949,BSN,train,105,13,14,22,0,37,0.21,120,0.303,0.229,2,0,6,1,0,10,0,0,1,0,5
masiph01,1611,AL,1950,CHA,train,377,38,49,105,7,122,0.279,434,0.366,0.39,17,2,55,2,1,36,0,3,5,0,16
masiph01,1611,AL,1951,CHA,train,225,24,32,61,4,84,0.271,262,0.367,0.391,11,2,28,1,0,27,0,2,3,0,7
masonji01,1612,AL,1972,TEX,train,147,10,9,29,0,46,0.197,159,0.247,0.218,3,0,10,0,0,39,0,1,1,1,3
masonji01,1612,AL,1973,TEX,train,238,23,23,49,3,92,0.206,266,0.273,0.29,7,2,19,0,1,48,0,0,2,3,3
masonji01,1612,AL,1974,NYA,train,440,41,35,110,5,152,0.25,487,0.302,0.352,18,6,37,1,2,87,1,0,7,5,6
masonji01,1612,AL,1975,NYA,train,223,17,22,34,2,94,0.152,251,0.228,0.211,3,2,16,0,2,49,0,0,5,1,10
masonji01,1612,AL,1976,NYA,train,217,17,9,39,1,93,0.18,236,0.21,0.235,7,1,14,0,0,37,0,0,7,3,4
masonji01,1612,AL,1977,TOR,train,79,10,7,13,0,22,0.165,88,0.233,0.203,3,0,2,1,1,10,0,0,2,0,1
masonji01,1612,AL,1978,TEX,train,105,10,5,20,0,55,0.19,116,0.227,0.229,4,0,3,0,0,17,0,0,6,0,2
mateoru01,1613,AL,1999,TEX,train,122,16,4,29,5,32,0.238,127,0.268,0.451,9,1,18,3,0,28,0,1,0,0,2
mateoru01,1613,AL,2000,TEX,train,206,32,10,60,7,52,0.291,222,0.339,0.447,11,0,19,6,0,34,1,5,1,0,5
mateoru01,1613,AL,2001,TEX,train,129,18,9,32,1,40,0.248,147,0.322,0.341,5,2,13,1,0,28,0,6,1,2,4
mateoru01,1613,NL,2002,CIN,train,86,11,6,22,2,46,0.256,94,0.319,0.395,6,0,7,0,0,20,0,2,0,0,1
mateoru01,1613,NL,2003,CIN,train,207,16,12,50,3,74,0.242,224,0.29,0.329,9,0,18,0,0,53,1,3,0,2,4
matheed01,1614,NL,1952,BSN,train,528,80,59,128,25,145,0.242,593,0.32,0.447,23,5,58,6,4,115,0,1,5,0,9
matheed01,1614,NL,1953,ML1,train,579,110,99,175,47,157,0.302,681,0.406,0.627,31,8,135,1,3,83,0,2,1,0,6
matheed01,1614,NL,1954,ML1,train,476,96,113,138,40,138,0.29,601,0.423,0.603,21,4,103,10,3,61,0,2,3,7,9
matheed01,1614,NL,1955,ML1,train,499,108,109,144,41,141,0.289,616,0.413,0.601,23,5,101,3,4,98,20,1,1,6,5
matheed01,1614,NL,1956,ML1,train,552,103,91,150,37,151,0.272,651,0.373,0.518,21,2,95,6,0,86,17,1,3,4,4
matheed01,1614,NL,1957,ML1,train,572,109,90,167,32,148,0.292,666,0.387,0.54,28,9,94,3,1,79,5,0,2,2,6
matheed01,1614,NL,1958,ML1,train,546,97,85,137,31,149,0.251,649,0.349,0.458,18,1,77,5,0,85,5,2,8,8,9
matheed01,1614,NL,1959,ML1,train,594,118,80,182,46,148,0.306,682,0.39,0.593,16,8,114,2,1,71,2,3,3,2,6
matheed01,1614,NL,1960,ML1,train,548,108,111,152,39,153,0.277,671,0.397,0.551,19,7,124,7,3,113,3,2,4,6,8
matheed01,1614,NL,1961,ML1,train,572,103,93,175,32,152,0.306,672,0.402,0.535,23,6,91,12,7,95,3,2,1,4,10
matheed01,1614,NL,1962,ML1,train,536,106,101,142,29,152,0.265,643,0.381,0.496,25,6,90,4,2,90,7,2,0,4,11
matheed01,1614,NL,1963,ML1,train,547,82,124,144,23,158,0.263,675,0.399,0.453,27,4,84,3,4,119,14,1,0,3,9
matheed01,1614,NL,1964,ML1,train,502,83,85,117,23,141,0.233,590,0.344,0.412,19,1,74,2,2,100,5,1,0,2,8
matheed01,1614,NL,1965,ML1,train,546,77,73,137,32,156,0.251,626,0.341,0.469,23,0,95,1,0,110,7,3,1,3,11
matheed01,1614,NL,1966,ATL,train,452,72,63,113,16,134,0.25,517,0.341,0.42,21,4,53,1,1,82,6,0,1,1,6
matheed01,1614,NL,1967,HOU,train,328,39,48,78,10,101,0.238,383,0.333,0.381,13,2,38,2,4,65,12,1,2,4,5
mathemi01,1615,AL,1995,ML4,train,166,13,12,41,0,80,0.247,181,0.306,0.313,9,1,21,2,1,28,0,2,1,0,3
mathemi01,1615,AL,1996,ML4,train,313,31,14,64,8,106,0.204,341,0.243,0.342,15,2,46,3,2,80,0,3,7,4,9
mathemi01,1615,AL,1997,ML4,train,320,29,17,78,4,123,0.244,356,0.294,0.338,16,1,32,0,1,68,0,7,9,3,9
mathemi01,1615,NL,1998,MIL,train,320,24,11,76,6,108,0.238,341,0.278,0.334,13,0,27,1,0,63,0,7,3,0,6
mathemi01,1615,AL,1999,TOR,train,163,16,12,35,3,57,0.215,179,0.271,0.307,6,0,17,0,0,37,0,1,2,1,3
mathemi01,1615,NL,2000,SLN,train,417,43,32,109,6,128,0.261,464,0.317,0.362,22,1,47,0,0,96,8,4,7,4,11
mathemi01,1615,NL,2001,SLN,train,381,40,28,83,7,121,0.218,424,0.276,0.304,12,0,42,0,1,76,5,4,8,3,11
mathemi01,1615,NL,2002,SLN,train,315,31,32,77,3,110,0.244,363,0.313,0.317,12,1,35,1,3,49,6,2,8,6,3
mathemi01,1615,NL,2003,SLN,train,441,43,44,111,8,141,0.252,498,0.32,0.356,18,2,47,1,1,81,16,2,8,3,11
mathemi01,1615,NL,2004,SLN,train,385,28,23,95,5,122,0.247,419,0.292,0.348,22,1,50,0,2,83,7,3,5,3,12
mathemi01,1615,NL,2005,SFN,train,443,42,29,107,13,134,0.242,485,0.295,0.406,34,0,59,0,2,91,10,6,3,4,11
mathemi01,1615,NL,2006,SFN,train,160,10,9,37,3,47,0.231,177,0.276,0.338,8,0,18,0,0,30,2,2,3,3,7
mathije01,1616,AL,2007,LAA,train,171,24,15,36,4,59,0.211,195,0.276,0.351,12,0,23,0,1,49,0,2,3,4,3
mathije01,1616,AL,2008,LAA,train,283,35,30,55,9,94,0.194,328,0.275,0.318,8,0,42,2,2,90,4,3,8,4,1
mathije01,1616,AL,2009,LAA,train,237,26,22,50,5,84,0.211,272,0.288,0.308,8,0,28,2,3,73,0,4,8,1,2
mathije01,1616,AL,2010,LAA,train,205,19,6,40,3,68,0.195,218,0.219,0.278,6,1,18,3,0,59,0,1,3,3,3
mathije01,1616,AL,2011,LAA,train,247,18,15,43,3,93,0.174,281,0.225,0.259,12,0,22,1,2,75,2,2,14,3,3
mathije01,1616,AL,2012,TOR,train,211,25,9,46,8,71,0.218,227,0.249,0.393,13,0,27,1,0,68,0,0,6,1,2
mathije01,1616,NL,2013,MIA,train,232,14,21,42,5,73,0.181,256,0.251,0.284,7,1,29,0,0,76,4,1,1,1,5
mathije01,1616,NL,2014,MIA,train,175,12,15,35,2,64,0.2,195,0.263,0.274,7,0,12,0,0,64,2,0,5,0,2
mathije01,1616,NL,2015,MIA,train,93,9,7,15,2,32,0.161,103,0.214,0.29,4,1,12,0,0,24,1,0,0,3,2
mathije01,1616,NL,2016,MIA,train,126,12,4,30,2,41,0.238,132,0.267,0.333,4,1,15,0,0,36,0,1,1,0,1
mathije01,1616,NL,2017,ARI,train,186,13,14,40,2,60,0.215,203,0.277,0.323,10,2,11,1,0,61,1,2,1,0,6
mathije01,1616,NL,2018,ARI,train,195,15,20,39,1,69,0.2,218,0.272,0.272,9,1,20,0,0,66,1,0,1,2,7
matlajo01,1617,NL,1972,NYN,train,78,6,10,10,0,34,0.128,93,0.227,0.141,1,0,2,0,0,44,0,0,5,0,1
matlajo01,1617,NL,1973,NYN,train,65,5,13,9,0,35,0.138,90,0.282,0.138,0,0,2,0,0,38,0,0,12,0,0
matlajo01,1617,NL,1974,NYN,train,79,3,5,8,0,34,0.101,96,0.153,0.101,0,0,8,0,0,34,0,0,11,1,1
matlajo01,1617,NL,1975,NYN,train,70,6,13,7,0,33,0.1,88,0.241,0.1,0,0,2,0,0,33,0,0,5,0,0
matlajo01,1617,NL,1976,NYN,train,88,10,8,17,0,35,0.193,104,0.268,0.205,1,0,9,0,0,35,0,1,7,0,3
matoslu01,1618,AL,2003,BAL,train,439,70,28,133,13,109,0.303,486,0.353,0.458,23,3,45,15,7,90,0,7,10,2,9
matoslu01,1618,AL,2004,BAL,train,330,36,19,74,6,89,0.224,359,0.275,0.333,18,0,28,12,4,60,2,5,3,2,7
matoslu01,1618,AL,2005,BAL,train,389,53,27,109,4,121,0.28,433,0.34,0.373,20,2,32,17,9,58,0,10,3,4,4
matoslu01,1618,AL,2006,BAL,train,121,14,10,25,2,55,0.207,134,0.278,0.331,7,1,5,7,0,21,0,2,1,0,3
matsuhi01,1619,AL,2003,NYA,train,623,82,63,179,16,163,0.287,695,0.353,0.435,42,1,106,2,2,86,5,3,0,6,25
matsuhi01,1619,AL,2004,NYA,train,584,109,88,174,31,162,0.298,680,0.39,0.522,34,2,108,3,0,103,2,3,0,5,11
matsuhi01,1619,AL,2005,NYA,train,629,108,63,192,23,162,0.305,703,0.367,0.496,45,3,116,2,2,78,7,3,0,8,16
matsuhi01,1619,AL,2006,NYA,train,172,32,27,52,8,51,0.302,201,0.393,0.494,9,0,29,1,0,23,2,0,0,2,6
matsuhi01,1619,AL,2007,NYA,train,547,100,73,156,25,143,0.285,633,0.367,0.488,28,4,103,4,2,73,2,3,0,10,9
matsuhi01,1619,AL,2008,NYA,train,337,43,38,99,9,93,0.294,378,0.37,0.424,17,0,45,0,0,47,6,3,0,0,10
matsuhi01,1619,AL,2009,NYA,train,456,62,64,125,28,142,0.274,526,0.367,0.509,21,1,90,0,1,75,1,4,0,2,4
matsuhi01,1619,AL,2010,LAA,train,482,55,67,132,21,145,0.274,554,0.361,0.459,24,1,84,0,1,98,6,1,0,4,10
matsuhi01,1619,AL,2011,OAK,train,517,58,56,130,12,141,0.251,583,0.321,0.375,28,0,72,1,1,84,3,1,0,9,10
matsuhi01,1619,AL,2012,TBA,train,95,7,8,14,2,34,0.147,103,0.214,0.221,1,0,7,0,0,22,1,0,0,0,5
matsuka01,1620,NL,2004,NYN,train,460,65,40,125,7,114,0.272,509,0.331,0.396,32,2,44,14,3,97,4,2,5,2,3
matsuka01,1620,NL,2005,NYN,train,267,31,14,68,3,87,0.255,295,0.3,0.352,9,4,24,6,1,43,1,5,5,4,2
matsuka01,1620,NL,2006,NYN,train,130,10,6,26,1,38,0.2,139,0.235,0.269,6,0,7,2,0,19,1,0,3,0,1
matsuka01,1620,NL,2007,COL,train,410,84,34,118,4,104,0.288,453,0.342,0.405,24,6,37,32,4,69,1,0,8,1,1
matsuka01,1620,NL,2008,HOU,train,375,58,37,110,6,96,0.293,422,0.354,0.427,26,3,33,20,5,53,0,0,7,3,3
matsuka01,1620,NL,2009,HOU,train,476,56,34,119,9,132,0.25,533,0.302,0.357,20,2,46,19,3,85,2,3,16,4,4
matthga01,1621,NL,1973,SFN,test,540,74,58,162,12,148,0.3,605,0.367,0.444,22,10,58,17,5,83,7,1,3,3,12
matthga01,1621,NL,1974,SFN,test,561,87,70,161,16,154,0.287,638,0.368,0.442,27,6,82,11,9,69,5,3,2,2,15
matthga01,1621,NL,1975,SFN,test,425,67,65,119,12,116,0.28,494,0.377,0.431,22,3,58,13,4,53,5,2,0,2,13
matthga01,1621,NL,1976,SFN,test,587,79,75,164,20,156,0.279,671,0.359,0.443,28,4,84,12,5,94,3,1,2,6,8
matthga01,1621,NL,1977,ATL,test,555,89,67,157,17,148,0.283,627,0.362,0.438,25,5,64,22,8,90,3,2,2,1,13
matthga01,1621,NL,1978,ATL,test,474,75,61,135,18,129,0.285,542,0.366,0.462,20,5,62,8,7,92,2,2,1,4,16
matthga01,1621,NL,1979,ATL,test,631,97,60,192,27,156,0.304,695,0.363,0.502,34,5,90,18,6,75,5,0,1,3,6
matthga01,1621,NL,1980,ATL,test,571,79,42,159,19,155,0.278,619,0.325,0.419,17,3,75,11,3,93,2,0,1,5,16
matthga01,1621,NL,1981,PHI,test,359,62,59,108,9,101,0.301,428,0.398,0.451,21,3,67,15,2,42,2,3,1,6,8
matthga01,1621,NL,1982,PHI,test,616,89,66,173,19,162,0.281,690,0.349,0.427,31,1,83,21,4,87,1,2,0,6,23
matthga01,1621,NL,1983,PHI,test,446,66,69,115,10,132,0.258,526,0.352,0.374,18,2,50,13,9,81,3,0,4,7,8
matthga01,1621,NL,1984,CHN,test,491,101,103,143,14,147,0.291,608,0.41,0.428,21,2,82,17,8,97,2,3,1,10,10
matthga01,1621,NL,1985,CHN,test,298,45,59,70,13,97,0.235,362,0.362,0.406,12,0,40,2,0,64,2,2,0,3,8
matthga01,1621,NL,1986,CHN,test,370,49,60,96,21,123,0.259,432,0.361,0.478,16,1,46,3,2,59,1,0,0,2,15
matthga02,1622,AL,2003,BAL,test,162,21,9,33,2,41,0.204,172,0.25,0.327,12,1,20,0,3,29,0,1,0,0,4
matthga02,1622,AL,2004,TEX,test,280,37,33,77,11,87,0.275,317,0.35,0.461,17,1,36,5,1,64,5,1,0,3,1
matthga02,1622,AL,2005,TEX,test,475,72,47,121,17,131,0.255,526,0.32,0.436,25,5,55,9,2,90,1,0,1,3,11
matthga02,1622,AL,2006,TEX,test,620,102,58,194,19,147,0.313,690,0.371,0.495,44,6,79,10,7,99,5,4,0,8,8
matthga02,1622,AL,2007,LAA,test,516,79,55,130,18,140,0.252,579,0.323,0.419,26,3,72,18,4,102,6,2,0,6,12
matthga02,1622,AL,2008,LAA,test,426,53,45,103,8,127,0.242,477,0.319,0.357,19,3,46,8,3,95,2,4,0,2,12
matthga02,1622,AL,2009,LAA,test,316,44,40,79,4,103,0.25,360,0.336,0.361,19,2,50,4,1,74,2,2,0,2,4
mattido01,1623,AL,1983,NYA,train,279,34,21,79,4,91,0.283,305,0.333,0.409,15,4,32,0,0,31,5,1,2,2,8
mattido01,1623,AL,1984,NYA,train,603,91,41,207,23,153,0.343,662,0.381,0.537,44,2,110,1,1,33,8,1,8,9,15
mattido01,1623,AL,1985,NYA,train,652,107,56,211,35,159,0.324,727,0.371,0.567,48,3,145,2,2,41,13,2,2,15,15
mattido01,1623,AL,1986,NYA,train,677,117,53,238,31,162,0.352,742,0.394,0.573,53,2,113,0,0,35,11,1,1,10,17
mattido01,1623,AL,1987,NYA,train,569,93,51,186,30,141,0.327,629,0.378,0.559,38,2,115,1,4,38,13,1,0,8,16
mattido01,1623,AL,1988,NYA,train,599,94,41,186,18,144,0.311,651,0.353,0.462,37,0,88,1,0,29,14,3,0,8,13
mattido01,1623,AL,1989,NYA,train,631,79,51,191,23,158,0.303,693,0.351,0.477,37,2,113,3,0,30,18,1,0,10,15
mattido01,1623,AL,1990,NYA,train,394,40,28,101,5,102,0.256,428,0.308,0.335,16,0,42,1,0,20,13,3,0,3,13
mattido01,1623,AL,1991,NYA,train,587,64,46,169,9,152,0.288,646,0.339,0.394,35,0,68,2,0,42,11,4,0,9,21
mattido01,1623,AL,1992,NYA,train,640,89,39,184,14,157,0.288,686,0.327,0.416,40,0,86,3,0,43,7,1,0,6,11
mattido01,1623,AL,1993,NYA,train,530,78,61,154,17,134,0.291,596,0.364,0.445,27,2,86,0,0,42,9,2,0,3,20
mattido01,1623,AL,1994,NYA,train,372,62,60,113,6,97,0.304,436,0.397,0.411,20,1,51,0,0,24,7,0,0,4,8
mattido01,1623,AL,1995,NYA,train,458,59,40,132,7,128,0.288,507,0.341,0.413,32,2,49,0,2,35,7,1,0,8,17
matusle01,1624,NL,1983,PHI,train,80,12,4,22,4,28,0.275,87,0.306,0.525,6,1,16,0,1,14,1,0,2,1,1
matusle01,1624,NL,1984,PHI,train,262,40,39,65,12,101,0.248,309,0.35,0.458,17,1,43,4,3,54,4,4,0,4,7
matusle01,1624,AL,1985,TOR,train,151,23,11,32,2,62,0.212,166,0.259,0.318,6,2,15,2,1,24,0,0,0,4,5
matusle01,1624,NL,1986,LAN,train,199,26,21,52,9,91,0.261,222,0.333,0.432,7,0,28,2,2,47,1,1,0,1,3
mauerjo01,1625,AL,2004,MIN,train,107,18,11,33,6,35,0.308,122,0.369,0.57,8,1,17,1,0,14,0,1,0,3,1
mauerjo01,1625,AL,2005,MIN,train,489,61,61,144,9,131,0.294,554,0.372,0.411,26,2,55,13,1,64,12,1,0,3,9
mauerjo01,1625,AL,2006,MIN,train,521,86,79,181,13,140,0.347,608,0.429,0.507,36,4,84,8,3,54,21,1,0,7,24
mauerjo01,1625,AL,2007,MIN,train,406,62,57,119,7,109,0.293,471,0.382,0.426,27,3,60,7,1,51,10,3,2,3,11
mauerjo01,1625,AL,2008,MIN,train,536,98,84,176,9,146,0.328,633,0.413,0.451,31,4,85,1,1,50,8,1,1,11,21
mauerjo01,1625,AL,2009,MIN,train,523,94,76,191,28,138,0.365,606,0.444,0.587,30,1,96,4,1,63,14,2,0,5,13
mauerjo01,1625,AL,2010,MIN,train,510,88,65,167,9,137,0.327,584,0.402,0.469,43,1,75,1,4,53,14,3,0,6,19
mauerjo01,1625,AL,2011,MIN,train,296,38,32,85,3,82,0.287,333,0.36,0.368,15,0,30,0,0,38,7,3,0,2,9
mauerjo01,1625,AL,2012,MIN,train,545,81,90,174,10,147,0.319,641,0.416,0.446,31,4,85,8,4,88,10,2,1,3,23
mauerjo01,1625,AL,2013,MIN,train,445,62,61,144,11,113,0.324,508,0.404,0.476,35,0,47,0,1,89,7,0,0,2,7
mauerjo01,1625,AL,2014,MIN,train,455,60,60,126,4,120,0.277,518,0.361,0.371,27,2,55,3,0,96,12,1,0,2,12
mauerjo01,1625,AL,2015,MIN,train,592,69,67,157,10,158,0.265,666,0.338,0.38,34,2,66,2,1,112,12,1,1,5,22
mauerjo01,1625,AL,2016,MIN,train,494,68,79,129,11,134,0.261,576,0.363,0.389,22,4,49,2,0,93,10,1,0,2,11
mauerjo01,1625,AL,2017,MIN,train,525,69,66,160,7,141,0.305,597,0.384,0.417,36,1,71,2,1,83,3,3,0,3,17
mauerjo01,1625,AL,2018,MIN,train,486,64,51,137,6,127,0.282,543,0.351,0.379,27,1,48,0,1,86,5,2,1,3,9
maxvida01,1626,NL,1965,SLN,train,89,10,7,12,0,68,0.135,98,0.206,0.202,2,2,10,0,0,15,3,1,1,0,2
maxvida01,1626,NL,1966,SLN,train,394,25,37,96,0,134,0.244,439,0.312,0.294,14,3,24,3,0,61,9,2,6,0,11
maxvida01,1626,NL,1967,SLN,train,476,37,48,108,1,152,0.227,530,0.297,0.279,14,4,41,0,2,66,12,1,1,4,11
maxvida01,1626,NL,1968,SLN,train,459,51,52,116,1,151,0.253,516,0.329,0.298,8,5,24,0,2,71,9,1,2,2,8
maxvida01,1626,NL,1969,SLN,train,372,27,44,65,2,132,0.175,425,0.263,0.228,10,2,32,1,1,52,2,1,7,1,12
maxvida01,1626,NL,1970,SLN,train,399,35,51,80,0,152,0.201,466,0.287,0.223,5,2,28,0,0,56,3,0,9,7,8
maxvida01,1626,NL,1971,SLN,train,356,31,43,80,0,142,0.225,408,0.307,0.258,10,1,24,1,2,45,3,1,4,4,17
maxvida01,1626,NL,1972,SLN,train,276,22,31,61,1,105,0.221,313,0.299,0.261,6,1,23,0,1,47,4,0,5,1,12
maxwech01,1627,AL,1956,DET,test,500,96,79,163,28,141,0.326,592,0.414,0.534,14,3,87,1,1,74,1,2,3,8,5
maxwech01,1627,AL,1957,DET,test,492,75,76,136,24,138,0.276,580,0.377,0.482,23,3,82,3,2,84,7,5,4,3,6
maxwech01,1627,AL,1958,DET,test,397,56,64,108,13,131,0.272,466,0.369,0.426,14,4,65,6,1,54,4,0,0,5,5
maxwech01,1627,AL,1959,DET,test,518,81,81,130,31,145,0.251,611,0.357,0.461,12,2,95,0,2,91,5,6,4,2,9
maxwech01,1627,AL,1960,DET,test,482,70,58,114,24,134,0.237,549,0.325,0.44,16,5,81,5,0,75,6,6,1,2,4
maxwech01,1627,AL,1961,DET,test,131,11,20,30,5,79,0.229,153,0.333,0.405,4,2,18,0,0,24,2,1,0,1,1
maybejo01,1628,NL,1970,HOU,train,148,23,21,32,5,50,0.216,174,0.318,0.365,3,2,14,1,1,33,6,2,1,2,6
maybejo01,1628,NL,1971,HOU,train,137,16,13,25,7,46,0.182,154,0.26,0.35,0,1,14,0,0,32,2,2,0,2,2
maybejo01,1628,AL,1972,KCA,train,503,65,78,150,25,149,0.298,588,0.394,0.507,24,3,100,0,2,74,13,3,1,3,12
maybejo01,1628,AL,1973,KCA,train,510,87,122,142,26,152,0.278,638,0.417,0.478,20,2,100,3,0,79,17,2,0,4,5
maybejo01,1628,AL,1974,KCA,train,427,63,77,100,22,126,0.234,512,0.358,0.424,13,1,69,4,2,72,11,6,1,1,4
maybejo01,1628,AL,1975,KCA,train,554,95,119,161,34,156,0.291,683,0.416,0.547,38,1,106,5,3,73,16,4,1,5,8
maybejo01,1628,AL,1976,KCA,train,594,76,82,138,13,161,0.232,690,0.322,0.342,22,2,95,3,2,73,7,2,0,12,12
maybejo01,1628,AL,1977,KCA,train,543,73,83,125,23,153,0.23,641,0.336,0.401,22,1,82,1,3,86,9,7,1,7,13
maybejo01,1628,AL,1978,TOR,train,515,51,60,129,22,152,0.25,587,0.329,0.416,15,2,70,1,2,57,2,4,1,7,13
maybejo01,1628,AL,1979,TOR,train,464,61,69,127,21,137,0.274,541,0.372,0.461,22,1,74,1,1,60,7,5,1,2,10
maybejo01,1628,AL,1980,TOR,train,501,62,77,124,30,149,0.248,588,0.349,0.473,19,2,82,0,0,80,9,3,3,4,9
maybejo01,1628,AL,1981,TOR,train,290,34,44,72,17,94,0.248,344,0.36,0.452,6,1,43,1,1,45,4,8,0,2,7
maybejo02,1629,NL,2011,PHI,train,267,37,26,73,15,104,0.273,296,0.341,0.513,17,1,49,8,3,55,2,2,0,1,6
maybejo02,1629,NL,2012,PHI,train,441,53,34,108,14,149,0.245,479,0.301,0.395,24,0,46,1,0,111,2,2,0,2,17
maybejo02,1629,NL,2013,PHI,train,353,47,27,80,11,134,0.227,384,0.286,0.391,23,1,39,5,3,90,1,3,0,1,6
maybejo02,1629,NL,2014,PHI,train,122,11,15,26,6,63,0.213,138,0.304,0.418,7,0,21,0,0,30,0,1,0,0,1
maybejo02,1629,NL,2015,NYN,train,110,8,9,18,3,59,0.164,119,0.227,0.318,6,1,9,1,0,33,0,0,0,0,2
maybica01,1630,NL,2009,FLO,train,176,30,17,44,4,54,0.25,199,0.318,0.409,12,2,13,1,3,51,1,1,4,1,2
maybica01,1630,NL,2010,FLO,train,291,46,24,68,8,82,0.234,322,0.302,0.361,7,3,28,9,2,92,1,5,1,1,4
maybica01,1630,NL,2011,SDN,train,516,82,44,136,9,137,0.264,568,0.323,0.393,24,8,40,40,8,125,2,2,4,2,6
maybica01,1630,NL,2012,SDN,train,507,67,44,123,8,147,0.243,561,0.306,0.349,20,5,45,26,7,110,1,4,3,3,12
maybica01,1630,NL,2014,SDN,train,251,24,19,59,1,95,0.235,272,0.29,0.331,13,4,15,4,3,56,2,1,0,1,8
maybica01,1630,NL,2015,ATL,train,505,65,45,135,10,141,0.267,555,0.327,0.37,18,2,59,23,6,102,1,1,1,3,16
maybica01,1630,AL,2016,DET,train,349,65,36,110,4,94,0.315,391,0.383,0.418,14,5,43,15,6,69,0,3,2,1,8
maybica01,1630,AL,2017,LAA,train,336,57,48,79,6,93,0.235,387,0.333,0.351,19,1,22,29,5,78,1,2,0,1,11
maybica01,1630,NL,2018,MIA,train,251,20,32,63,3,99,0.251,287,0.338,0.343,12,1,20,8,5,55,1,2,0,2,3
mayca01,1631,AL,1969,CHA,train,367,62,58,103,18,100,0.281,434,0.385,0.488,18,2,62,1,4,66,7,6,0,3,11
mayca01,1631,AL,1970,CHA,train,555,83,79,158,12,150,0.285,643,0.373,0.414,28,4,68,12,5,96,9,3,0,6,25
mayca01,1631,AL,1971,CHA,train,500,64,62,147,7,141,0.294,574,0.375,0.406,21,7,70,16,7,61,5,6,1,5,16
mayca01,1631,AL,1972,CHA,train,523,83,79,161,12,148,0.308,615,0.405,0.438,26,3,68,23,14,70,14,9,0,4,10
mayca01,1631,AL,1973,CHA,train,553,62,53,148,20,149,0.268,617,0.334,0.412,20,0,96,8,6,73,5,5,1,5,14
mayca01,1631,AL,1974,CHA,train,551,66,46,137,8,149,0.249,604,0.306,0.334,19,2,58,8,9,76,3,1,2,4,9
mayca01,1631,AL,1975,CHA,train,454,55,67,123,8,128,0.271,534,0.373,0.374,19,2,53,12,7,46,13,9,0,4,12
mayda01,1632,AL,1971,ML4,train,501,74,50,139,16,144,0.277,562,0.343,0.425,20,3,65,15,9,59,4,3,3,5,18
mayda01,1632,AL,1972,ML4,train,500,49,47,119,9,143,0.238,556,0.306,0.34,20,2,45,11,13,56,8,3,4,2,12
mayda01,1632,AL,1973,ML4,train,624,96,44,189,25,156,0.303,680,0.352,0.473,23,4,93,6,7,78,6,5,3,4,13
mayda01,1632,AL,1974,ML4,train,477,56,28,108,10,135,0.226,515,0.273,0.325,15,1,42,4,3,73,4,3,6,1,10
mayda01,1632,NL,1975,ATL,train,203,28,25,56,12,82,0.276,230,0.361,0.493,8,0,40,1,1,27,3,2,0,0,4
mayda01,1632,NL,1976,ATL,train,214,27,26,46,3,105,0.215,243,0.3,0.308,5,3,23,5,1,31,3,1,0,2,4
mayda01,1632,AL,1977,TEX,train,340,46,32,82,7,120,0.241,381,0.311,0.35,14,1,42,4,3,43,1,4,2,3,6
mayda01,1632,AL,1978,ML4,train,77,9,9,15,2,39,0.195,91,0.295,0.325,4,0,11,0,0,10,1,2,3,0,3
mayde01,1633,NL,1992,CHN,train,351,33,14,96,8,124,0.274,371,0.306,0.373,11,0,45,5,3,40,4,3,2,1,10
mayde01,1633,NL,1993,CHN,train,465,62,31,137,10,128,0.295,503,0.336,0.422,25,2,77,10,3,41,6,1,0,6,15
mayde01,1633,NL,1994,CHN,train,345,43,30,98,8,100,0.284,378,0.34,0.42,19,2,51,3,2,34,4,0,1,2,11
mayde01,1633,AL,1995,ML4,train,113,15,5,28,1,32,0.248,119,0.286,0.319,3,1,9,0,1,18,0,1,0,0,1
mayde01,1633,NL,1996,HOU,train,259,24,30,65,5,109,0.251,294,0.33,0.378,12,3,33,2,2,33,8,2,0,3,3
mayde01,1633,NL,1997,PHI,train,149,8,8,34,1,83,0.228,158,0.266,0.295,5,1,13,4,1,26,3,0,0,1,4
mayde01,1633,NL,1998,MON,train,180,13,11,43,5,85,0.239,192,0.281,0.367,8,0,15,0,0,24,1,0,0,1,5
mayele01,1634,NL,1959,ML1,train,140,17,7,42,4,51,0.3,150,0.338,0.436,5,1,16,2,2,26,2,1,2,0,2
mayele01,1634,NL,1960,ML1,train,83,14,7,25,0,41,0.301,92,0.359,0.373,6,0,2,5,0,21,2,1,0,1,1
mayele01,1634,NL,1961,ML1,train,373,68,36,101,14,110,0.271,417,0.337,0.44,11,5,41,10,1,50,2,3,2,3,1
